"","Twostep","SPJ","CCE","SPJ_chen"
"1",0.013398928663404,0.00589486237807009,0.0204425790988885,-0.00135425437314515
"2",0.0245415720236068,0.00404063596691348,0.0972985746189952,0.111153819831415
"3",0.0220017354467463,-0.00317996252618813,0.0949499670463183,0.0931197853971846
"4",0.0115993399404763,0.00507116802069908,0.0216312210296642,-0.0112995373387086
"5",0.0194403067370937,0.00338208029815911,0.0955515788268494,0.104903972508595
"6",0.0180535855933466,0.00230820533713215,0.0906147162651962,0.0852408252526075
"7",0.0117282900789484,0.00656169650582855,0.0233031316326377,-0.0114420459540095
"8",0.0138690955482677,0.00259947114286365,0.0955243007813536,0.107807450532295
"9",0.0133248877042431,0.0027573731892315,0.0908450162721132,0.0809329662291245
"10",0.0182786587854414,0.0216219522801424,0.0281198688843762,0.035570101240054
"11",0.053699344956282,0.0853369057989819,0.124052537229807,0.169896547745001
"12",0.0510417646247974,0.0843091973953369,0.121796682885835,0.160826041794113
"13",0.0144120606101224,0.0143562125934651,0.0261708158897038,0.0276287601251818
"14",0.0393235682372747,0.0559502214036028,0.111728196547384,0.147046087370867
"15",0.0409177254338365,0.0566221853641331,0.108367211733769,0.133429573071388
"16",0.0131095536478083,0.0104992938188494,0.0255756547664011,0.0211030748707092
"17",0.0269048173447769,0.0345157958496087,0.105300379660036,0.132530201033708
"18",0.0279939641858478,0.0360319703213024,0.100369448505434,0.109772555374588
